
Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,MhcHeadCollapse,AI_VECTOR_CORE,47,139,4.480,1789185298685015.580	,1789185298685020.060	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,140,4.480,1789185298685034.740	,1789185298685039.220	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,141,4.500,1789185298685058.700	,1789185298685063.200	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,142,4.540,1789185298685078.200	,1789185298685082.740	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,143,4.620,1789185298685097.480	,1789185298685102.100	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,144,4.480,1789185298685116.820	,1789185298685121.300	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,145,4.600,1789185298685137.800	,1789185298685142.400	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,146,4.520,1789185298685156.880	,1789185298685161.400	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,147,4.540,1789185298685176.040	,1789185298685180.580	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,148,4.600,1789185298685195.260	,1789185298685199.860	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,149,4.480,1789185298685218.360	,1789185298685222.840	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,150,4.460,1789185298685237.420	,1789185298685241.880	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,151,4.520,1789185298685261.080	,1789185298685265.600	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,152,4.540,1789185298685284.920	,1789185298685289.460	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,153,4.600,1789185298685306.460	,1789185298685311.060	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,154,4.460,1789185298685325.700	,1789185298685330.160	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,155,4.480,1789185298685348.860	,1789185298685353.340	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,156,4.520,1789185298685368.540	,1789185298685373.060	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,157,5.020,1789185298685392.780	,1789185298685397.800	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,158,4.600,1789185298685414.540	,1789185298685419.140	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,159,4.480,1789185298685437.260	,1789185298685441.740	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,160,4.460,1789185298685456.720	,1789185298685461.180	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,161,4.520,1789185298685476.000	,1789185298685480.520	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,162,4.520,1789185298685501.720	,1789185298685506.240	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,163,4.620,1789185298685520.820	,1789185298685525.440	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,164,4.460,1789185298685540.060	,1789185298685544.520	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,165,4.480,1789185298685559.300	,1789185298685563.780	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,166,4.660,1789185298685578.520	,1789185298685583.180	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,167,4.520,1789185298685601.380	,1789185298685605.900	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,168,4.440,1789185298685620.560	,1789185298685625.000	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,169,4.460,1789185298685640.540	,1789185298685645.000	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,170,4.440,1789185298685663.460	,1789185298685667.900	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,171,4.440,1789185298685685.860	,1789185298685690.300	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,172,4.520,1789185298685708.440	,1789185298685712.960	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,173,4.580,1789185298685727.540	,1789185298685732.120	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,174,4.480,1789185298685746.700	,1789185298685751.180	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,175,4.460,1789185298685765.960	,1789185298685770.420	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,176,4.500,1789185298685789.500	,1789185298685794.000	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,177,4.540,1789185298685817.440	,1789185298685821.980	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,178,4.560,1789185298685841.720	,1789185298685846.280	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,179,4.460,1789185298685860.980	,1789185298685865.440	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,180,4.480,1789185298685880.220	,1789185298685884.700	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,181,4.520,1789185298685899.540	,1789185298685904.060	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,182,5.020,1789185298685920.540	,1789185298685925.560	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,183,4.620,1789185298685939.640	,1789185298685944.260	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,184,4.480,1789185298685959.060	,1789185298685963.540	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,185,4.480,1789185298685980.400	,1789185298685984.880	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,186,4.520,1789185298686001.040	,1789185298686005.560	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,187,4.540,1789185298686025.160	,1789185298686029.700	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,188,4.540,1789185298686048.000	,1789185298686052.540	
0,MhcHeadCollapse,AI_VECTOR_CORE,47,189,4.480,1789185298686068.360	,1789185298686072.840	
